,PseudoTime1,PseudoTime2,PseudoTime3,PseudoTime4
E1559_49,,,0.06015,
E608_310,,0.38722,,
E1432_112,0.1391,,,
E1736_285,0.35589,,,
E428_124,0.15414,,,
E1575_705,,0.88221,,
E561_322,,0.40226,,
E1722_289,0.3609,,,
E1150_475,0.5939800000000001,,,
E165_411,,,,0.51378
E47_383,,,,0.4787
E407_179,0.22305999999999998,,,
E1473_384,0.47995,,,
E505_99,0.12280999999999999,,,
E137_319,,,0.3985,
E236_423,,,0.52882,
E1304_65,0.0802,,,
E1190_582,,0.72807,,
E1466_206,0.25689,,,
E574_656,,,0.8208,
E1137_243,0.30326,,,
E1079_464,,,0.5802,
E1402_102,,,0.12657000000000002,
E116_91,,,0.11277999999999999,
E162_558,,0.69799,,
E501_171,0.21303000000000002,,,
E1657_780,,,0.97619,
E744_559,,0.69925,,
E1735_491,0.6140399999999999,,,
E750_758,,,,0.94862
E1276_534,0.66792,,,
E731_332,,,0.41478999999999994,
E736_142,0.17669,,,
E924_237,0.29574,,,
E901_87,0.10777,,,
E1911_459,,,0.57393,
E870_730,0.91353,,,
E1063_444,,,0.55514,
E1130_795,0.9949899999999999,,,
E126_486,0.60777,,,
E629_702,,,,0.87845
E276_571,,,,0.71429
E866_763,,,0.95489,
E1799_118,0.14662,,,
E1206_567,0.70927,,,
E258_322,,0.40226,,
E1814_191,0.2381,,,
E1838_675,,,,0.8446100000000001
E509_712,,,0.8909799999999999,
E1796_160,,0.19925,,
E743_65,,,,0.0802
E1149_403,,0.50376,,
E688_777,,0.9724299999999999,,
E1772_399,,,0.49875,
E1619_261,,0.32581,,
E203_359,0.44861999999999996,,,
E828_193,,0.2406,,
E1991_607,0.7594,,,
E4_453,0.56642,,,
E1946_361,0.45113000000000003,,,
E233_200,0.24936999999999998,,,
E593_152,,,,0.18922
E895_171,,,,0.21303000000000002
E1729_133,0.16541,,,
E1764_47,,0.05764,,
E1865_189,0.23559000000000002,,,
E749_279,,,0.34836999999999996,
E1579_142,0.17669,,,
E764_524,0.6553899999999999,,,
E656_82,0.1015,,,
E1596_85,,,0.10525999999999999,
E1246_406,,0.50752,,
E1438_684,,,,0.8558899999999999
E654_570,,0.71303,,
E1456_158,0.19674,,,
E632_144,0.1792,,,
E307_282,0.35213,,,
E951_436,0.54511,,,
E329_363,0.45363000000000003,,,
E1220_603,,,,0.75439
E1921_305,0.38095,,,
E1826_209,0.26065,,,
E1208_476,0.59524,,,
E1871_792,,0.9912299999999999,,
E1032_166,,0.20676999999999998,,
E1662_238,,,0.29699000000000003,
E853_121,0.15037999999999999,,,
E1990_614,0.76817,,,
E1243_59,,,,0.07268
E1399_597,,,0.74687,
E443_737,0.9223100000000001,,,
E940_487,0.60902,,,
E1861_11,0.01253,,,
E1210_551,,,0.6892199999999999,
E798_328,,,,0.40976999999999997
E1250_675,0.8446100000000001,,,
E1017_185,0.23058,,,
E642_466,0.5827100000000001,,,
E1915_420,0.5250600000000001,,,
E1899_475,,,,0.5939800000000001
E1300_471,,0.58897,,
E734_70,,,0.08647,
E1713_392,0.48996999999999996,,,
E365_317,,,0.39599,
E1630_163,,,,0.20301
E1623_113,0.14035,,,
E1261_14,0.01629,,,
E1227_10,0.01128,,,
E1491_54,,0.06642,,
E1955_324,,0.40476,,
E740_54,0.06642,,,
E1200_74,,,0.09147999999999999,
E1719_552,0.69048,,,
E1081_202,,,0.25188,
E1289_398,0.49749,,,
E1282_356,,,0.44486000000000003,
E541_298,0.37218,,,
E1375_659,0.8245600000000001,,,
E1196_378,,,,0.47243
E1590_584,0.73058,,,
E1843_262,,,0.32706999999999997,
E838_431,,,,0.53885
E147_117,0.14536,,,
E556_736,0.92105,,,
E1153_406,0.50752,,,
E1513_602,0.75313,,,
E630_760,,,,0.9511299999999999
E1591_298,0.37218,,,
E776_403,,,0.50376,
E1569_396,0.49499,,,
E216_95,,,,0.11779
E23_19,0.02256,,,
E131_534,,0.66792,,
E1576_66,0.08145,,,
E1741_595,,,,0.74436
E860_547,0.68421,,,
E24_155,0.19297999999999998,,,
E1047_28,0.03383,,,
E449_581,0.72682,,,
E68_149,,,,0.18545999999999999
E1229_70,0.08647,,,
E102_195,0.24311,,,
E491_253,0.31579,,,
E614_534,0.66792,,,
E367_745,,0.9323299999999999,,
E1436_775,,,0.9699200000000001,
E1352_213,0.26566,,,
E1198_670,0.83835,,,
E783_313,,,,0.39098
E636_280,0.34962,,,
E1370_595,0.74436,,,
E837_439,,0.54887,,
E376_218,0.27193,,,
E393_72,0.08897000000000001,,,
E718_180,0.22430999999999998,,,
E1670_432,,,,0.5401
E777_586,,,0.7330800000000001,
E542_299,,,0.37343000000000004,
E670_371,0.46366,,,
E1506_269,0.33584,,,
E955_418,0.52256,,,
E1981_470,0.58772,,,
E1983_650,0.81328,,,
E1380_622,0.7782,,,
E799_623,0.77945,,,
E187_696,,,0.87093,
E998_66,,,0.08145,
E125_483,0.60401,,,
E1074_776,,,0.9711799999999999,
E952_696,0.87093,,,
E1060_128,,0.15915,,
E468_279,,,,0.34836999999999996
E64_462,0.5776899999999999,,,
E444_72,,,0.08897000000000001,
E231_782,,,0.9787,
E1_522,,0.65288,,
E48_761,,,0.9523799999999999,
E1900_564,0.7055100000000001,,,
E588_570,,0.71303,,
E1775_559,,,0.69925,
E550_255,0.3183,,,
E450_558,0.69799,,,
E814_25,0.030080000000000003,,,
E380_354,,,0.44236000000000003,
E832_53,0.06516,,,
E1894_459,,0.57393,,
E751_450,,,0.56266,
E902_476,0.59524,,,
E969_710,0.8884700000000001,,,
E1519_134,0.16667,,,
E136_731,0.91479,,,
E1355_715,,,,0.89474
E1856_701,0.8771899999999999,,,
E1334_40,0.04887,,,
E1427_380,0.47494,,,
E1454_659,,0.8245600000000001,,
E1023_538,0.67293,,,
E464_92,0.11404,,,
E1035_19,,,0.02256,
E781_117,0.14536,,,
E176_339,0.42356000000000005,,,
E1665_14,0.01629,,,
E1947_725,,,,0.90727
E678_677,0.8471200000000001,,,
E861_18,,,0.0213,
E268_659,,,,0.8245600000000001
E413_517,0.64662,,,
E495_653,0.81704,,,
E1394_176,,0.2193,,
E551_742,0.9285700000000001,,,
E1845_700,0.8759399999999999,,,
E1762_678,0.8483700000000001,,,
E292_160,0.19925,,,
E1183_528,0.6604,,,
E712_227,0.28321,,,
E1831_213,,0.26566,,
E1157_191,0.2381,,,
E575_335,,0.41855,,
E378_765,0.95739,,,
E906_746,0.93358,,,
E1411_404,,,0.5050100000000001,
E1332_724,,,0.90602,
E1744_83,,,0.10275999999999999,
E340_732,,0.91604,,
E1690_155,0.19297999999999998,,,
E1562_489,,0.61153,,
E589_614,0.76817,,,
E806_197,0.24561,,,
E1013_440,,,0.55013,
E167_364,,,0.45488999999999996,
E1587_498,,,0.6228100000000001,
E262_751,0.93985,,,
E840_178,,,0.2218,
E1656_636,0.79574,,,
E1507_589,,,,0.7368399999999999
E1927_313,0.39098,,,
E1133_459,0.57393,,,
E1790_606,0.75815,,,
E1969_264,0.32957,,,
E377_169,,,,0.21053000000000002
E1460_368,0.4599,,,
E1416_308,,,0.38471,
E26_727,0.9097700000000001,,,
E1336_675,,,0.8446100000000001,
E775_414,0.51754,,,
E437_542,0.67794,,,
E243_150,,,0.18672,
E153_783,0.97995,,,
E16_64,0.07895,,,
E1940_733,,0.9172899999999999,,
E1286_28,,0.03383,,
E909_235,,,0.29323,
E177_537,,,,0.67168
E1988_607,,0.7594,,
E1281_732,,0.91604,,
E628_573,,,0.7167899999999999,
E1015_618,0.77318,,,
E578_746,0.93358,,,
E745_352,0.43985,,,
E1266_307,0.38345999999999997,,,
E1175_608,0.76065,,,
E1129_475,,,,0.5939800000000001
E1518_226,,,0.28195,
E1408_324,,,0.40476,
E1638_288,,,0.35965,
E475_560,0.7005,,,
E523_160,,,0.19925,
E158_375,,,0.46867,
E1747_218,0.27193,,,
E1706_586,0.7330800000000001,,,
E1761_520,0.6503800000000001,,,
E183_678,0.8483700000000001,,,
E811_502,0.6278199999999999,,,
E570_152,0.18922,,,
E605_753,0.9423600000000001,,,
E1830_459,0.57393,,,
E530_402,0.50251,,,
E346_224,0.27945,,,
E103_569,0.71178,,,
E250_599,0.74937,,,
E411_68,0.08396,,,
E564_248,0.30951999999999996,,,
E771_733,0.9172899999999999,,,
E1462_252,,0.31454,,
E1634_655,0.81955,,,
E1077_545,0.6817,,,
E1968_743,,,,0.9298200000000001
E789_356,,,0.44486000000000003,
E487_397,,0.49623999999999996,,
E1325_630,0.78822,,,
E1086_521,0.65163,,,
E1054_564,0.7055100000000001,,,
E1124_610,0.7631600000000001,,,
E1107_237,,,,0.29574
E724_71,,,,0.08772
E633_71,0.08772,,,
E1766_601,0.75188,,,
E1663_727,0.9097700000000001,,,
E1520_251,0.31328,,,
E922_413,,,,0.5162899999999999
E1347_757,,,,0.94737
E1169_651,0.8145399999999999,,,
E75_785,,,0.98246,
E1000_36,,,0.04386,
E1777_654,0.8183,,,
E460_616,0.77068,,,
E221_583,0.72932,,,
E626_141,0.17544,,,
E1123_612,0.76566,,,
E985_188,0.23434000000000002,,,
E1165_328,,,0.40976999999999997,
E1860_511,,,0.6391,
E357_293,,0.36591,,
E214_197,0.24561,,,
E1201_325,0.40602,,,
E1653_330,,,0.41228000000000004,
E1756_40,,,,0.04887
E1639_487,0.60902,,,
E787_239,0.29825,,,
E1333_546,,0.68296,,
E1420_406,,0.50752,,
E1383_84,,,,0.10400999999999999
E1080_387,,,0.48371000000000003,
E1285_204,0.25439,,,
E908_326,0.40726999999999997,,,
E1600_161,0.2005,,,
E1309_657,,,0.82206,
E1512_142,,,0.17669,
E1478_538,0.67293,,,
E553_777,,,0.9724299999999999,
E173_59,0.07268,,,
E596_569,,,0.71178,
E1324_220,0.27444,,,
E115_141,0.17544,,,
E119_182,0.22682,,,
E301_546,0.68296,,,
E429_443,,0.55388,,
E343_577,0.7218,,,
E1158_388,,0.48496000000000006,,
E1533_10,,,0.01128,
E1626_121,0.15037999999999999,,,
E400_297,0.37093000000000004,,,
E964_642,,,0.8032600000000001,
E1009_559,,,,0.69925
E859_314,0.39223,,,
E395_386,0.48246000000000006,,,
E757_773,0.9674200000000001,,,
E867_97,,0.1203,,
E1901_465,0.58145,,,
E1847_194,,,0.24185,
E1202_629,,,0.78697,
E1828_4,0.0037600000000000003,,,
E825_644,,0.80576,,
E1354_456,0.57018,,,
E611_474,0.59273,,,
E997_424,0.53008,,,
E567_489,,,0.61153,
E1434_478,0.5977399999999999,,,
E1395_433,0.54135,,,
E244_618,0.77318,,,
E1485_479,,,,0.599
E235_216,,,0.26942,
E506_108,0.13409000000000001,,,
E70_479,,0.599,,
E597_669,0.83709,,,
E732_555,0.69424,,,
E270_460,0.57519,,,
E404_582,0.72807,,,
E819_737,0.9223100000000001,,,
E1677_657,0.82206,,,
E1257_174,0.21679,,,
E260_340,0.42481,,,
E1646_751,0.93985,,,
E1310_197,0.24561,,,
E1721_402,,0.50251,,
E562_371,0.46366,,,
E1962_588,0.73559,,,
E546_665,,,0.8320799999999999,
E91_508,,0.63534,,
E1898_454,0.56767,,,
E375_253,0.31579,,,
E348_615,,,,0.76942
E1914_126,,,,0.15664
E1058_738,,,,0.92356
E1089_307,0.38345999999999997,,,
E1972_91,,,0.11277999999999999,
E73_283,0.35338,,,
E774_152,0.18922,,,
E1222_78,0.09648999999999999,,,
E1810_86,0.10652,,,
E1154_315,,,,0.39348
E518_704,,,0.88095,
E1550_509,,0.63659,,
E1546_15,,,0.01754,
E1069_647,0.80952,,,
E144_310,0.38722,,,
E1857_432,0.5401,,,
E405_124,0.15414,,,
E1357_183,0.22807,,,
E925_524,,,0.6553899999999999,
E1429_160,,0.19925,,
E90_520,,,0.6503800000000001,
E653_409,,,0.5112800000000001,
E1439_529,0.66165,,,
E545_296,,,0.36967,
E710_253,,0.31579,,
E399_344,,,0.42982,
E888_500,0.62531,,,
