,PseudoTime1,PseudoTime2
E1548_324,,0.40476
E340_673,0.84211,
E1702_686,,0.8584
E1949_156,0.19424,
E1633_634,0.79323,
E128_264,,0.32957
E1186_193,0.2406,
E858_193,,0.2406
E1622_143,,0.17794000000000001
E36_116,,0.14411
E346_358,0.44737,
E189_365,0.45614,
E1586_462,0.5776899999999999,
E58_79,,0.09774
E233_350,,0.43733999999999995
E535_422,0.52757,
E1444_200,0.24936999999999998,
E520_337,0.42105,
E1781_1,0.0,
E265_124,0.15414,
E906_526,0.65789,
E1590_544,0.68045,
E285_798,0.99875,
E394_188,0.23434000000000002,
E1395_389,0.48622,
E183_36,,0.04386
E861_173,,0.21554
E398_143,0.17794000000000001,
E1487_344,0.42982,
E656_22,0.02632,
E490_299,0.37343000000000004,
E701_554,0.69298,
E908_291,0.36341,
E1512_749,0.93734,
E595_354,,0.44236000000000003
E1216_485,0.60652,
E591_754,,0.9436100000000001
E1488_77,,0.09523999999999999
E557_406,0.50752,
E91_734,0.91855,
E1159_82,0.1015,
E564_141,,0.17544
E1002_324,0.40476,
E181_741,0.92732,
E645_74,0.09147999999999999,
E389_784,0.9812,
E1108_333,0.41603999999999997,
E484_246,,0.30701999999999996
E839_47,0.05764,
E313_140,0.17419,
E401_739,,0.92481
E1437_144,0.1792,
E823_119,0.14787,
E1873_186,0.23183,
E1222_641,0.80201,
E405_534,0.66792,
E256_698,0.8734299999999999,
E1263_82,0.1015,
E684_627,0.78446,
E907_491,0.6140399999999999,
E807_26,0.031330000000000004,
E351_216,0.26942,
E1942_787,0.9849600000000001,
E111_89,,0.11027999999999999
E830_354,0.44236000000000003,
E598_218,0.27193,
E1757_610,0.7631600000000001,
E395_796,0.99624,
E347_249,0.31078,
E420_254,,0.31704
E980_796,0.99624,
E1020_350,0.43733999999999995,
E530_333,0.41603999999999997,
E1981_164,,0.20426
E1833_296,0.36967,
E1272_50,,0.0614
E379_760,0.9511299999999999,
E74_436,0.54511,
E1830_578,,0.72306
E297_121,,0.15037999999999999
E1458_566,0.70802,
E141_117,,0.14536
E1890_795,0.9949899999999999,
E1737_296,0.36967,
E1941_369,0.46115,
E1362_41,,0.05013
E87_508,0.63534,
E1507_798,0.99875,
E109_539,,0.67419
E1648_466,,0.5827100000000001
E1950_266,0.33208000000000004,
E1127_675,0.8446100000000001,
E563_319,0.3985,
E657_178,0.2218,
E311_419,0.52381,
E196_723,0.90476,
E274_380,0.47494,
E1917_224,0.27945,
E1283_493,0.61654,
E835_744,0.9310799999999999,
E1028_5,0.0050100000000000006,
E1048_332,,0.41478999999999994
E1241_538,0.67293,
E1694_190,0.23684000000000002,
E930_200,,0.24936999999999998
E686_397,0.49623999999999996,
E333_6,0.00627,
E1823_531,0.6641600000000001,
E1079_445,0.5563899999999999,
E787_311,0.38847,
E1434_611,0.76441,
E1888_669,0.83709,
E1654_255,0.3183,
E943_54,0.06642,
E1378_131,0.16291,
E487_156,0.19424,
E600_605,0.75689,
E805_146,0.1817,
E890_615,0.76942,
E454_554,0.69298,
E1203_700,,0.8759399999999999
E1348_562,0.70301,
