,PseudoTime1,PseudoTime2,PseudoTime3,PseudoTime4
E1306_355,,0.44361000000000006,,
E1626_632,,0.79073,,
E935_223,,0.2782,,
E764_434,0.54261,,,
E1097_712,,0.8909799999999999,,
E1445_536,,0.67043,,
E588_738,0.92356,,,
E356_409,,0.5112800000000001,,
E1786_10,0.01128,,,
E1135_16,,0.0188,,
E1298_788,,0.9862200000000001,,
E1080_675,0.8446100000000001,,,
E1962_758,0.94862,,,
E1889_200,0.24936999999999998,,,
E1585_554,,0.69298,,
E334_626,,0.7832100000000001,,
E12_533,,0.66667,,
E993_774,0.96867,,,
E353_556,0.6954899999999999,,,
E1604_215,0.26816999999999996,,,
E269_128,0.15915,,,
E975_555,0.69424,,,
E307_571,,0.71429,,
E648_262,,,,0.32706999999999997
E295_779,,0.9749399999999999,,
E1685_491,,0.6140399999999999,,
E1199_695,,,,0.86967
E1595_327,,0.40852,,
E849_429,0.5363399999999999,,,
E587_250,,,0.31203000000000003,
E1621_317,,0.39599,,
E298_721,,0.9022600000000001,,
E1167_122,0.15163,,,
E1219_429,,,,0.5363399999999999
E676_746,,,0.93358,
E951_665,,,,0.8320799999999999
E847_595,,0.74436,,
E1104_349,0.43609,,,
E1697_381,,0.47618999999999995,,
E1880_380,,0.47494,,
E1461_437,,,0.54637,
E18_549,,0.68672,,
E1062_319,,0.3985,,
E1183_448,,0.56015,,
E1060_393,,,,0.49123
E1816_254,,0.31704,,
E1701_156,,0.19424,,
E322_278,,0.34712,,
E1783_388,0.48496000000000006,,,
E446_335,0.41855,,,
E1920_9,,,,0.010029999999999999
E1153_24,0.02882,,,
E615_119,0.14787,,,
E1933_318,,,,0.39724
E1784_334,,,0.41728999999999994,
E912_675,,0.8446100000000001,,
E957_436,0.54511,,,
E1108_150,,,0.18672,
E64_546,0.68296,,,
E897_447,,0.5589,,
E85_399,,0.49875,,
E1227_733,,0.9172899999999999,,
E1446_507,0.6340899999999999,,,
E1968_89,0.11027999999999999,,,
E1918_734,,0.91855,,
E343_753,0.9423600000000001,,,
E838_291,,0.36341,,
E1620_789,,,,0.9874700000000001
E1882_506,,,0.63283,
E954_794,0.9937299999999999,,,
E1243_89,0.11027999999999999,,,
E1226_88,,0.10902,,
E1956_541,,0.67669,,
E1568_91,0.11277999999999999,,,
E1165_197,,0.24561,,
E244_281,,0.35088,,
E1168_488,,,,0.61028
E1291_48,,,,0.0589
E1038_199,,0.24811999999999998,,
E212_504,,0.6303300000000001,,
E1162_504,,0.6303300000000001,,
E1771_131,0.16291,,,
E1129_641,,0.80201,,
E32_326,0.40726999999999997,,,
E491_8,,0.00877,,
E1191_266,,,,0.33208000000000004
E1287_695,,,,0.86967
E1251_657,,0.82206,,
E1214_797,0.99749,,,
E999_542,0.67794,,,
E691_369,0.46115,,,
E1098_588,,,0.73559,
E1792_240,,0.2995,,
E569_543,0.6792,,,
E1590_333,,0.41603999999999997,,
E1913_195,,,,0.24311
E1523_23,0.027569999999999997,,,
E217_526,,,,0.65789
E775_217,0.27068000000000003,,,
E335_314,,,0.39223,
E436_222,,,,0.27694
E949_569,0.71178,,,
E100_520,,0.6503800000000001,,
E398_607,,0.7594,,
E857_225,,0.2807,,
E347_787,,,,0.9849600000000001
E1195_223,0.2782,,,
E1931_792,0.9912299999999999,,,
E160_575,0.7193,,,
E1544_717,,,,0.8972399999999999
E1591_554,,0.69298,,
E1733_85,0.10525999999999999,,,
E1731_365,,0.45614,,
E104_676,,0.8458600000000001,,
E299_183,0.22807,,,
E1674_286,0.35714,,,
E479_542,,0.67794,,
E61_793,,,0.9924799999999999,
E1754_514,,,0.64286,
E785_130,,,,0.16165
E1087_597,0.74687,,,
E792_708,0.8859600000000001,,,
E8_555,,0.69424,,
E1304_773,,,,0.9674200000000001
E1777_507,,,,0.6340899999999999
E1850_618,,0.77318,,
E991_9,,0.010029999999999999,,
E431_273,,0.34085,,
E837_554,,0.69298,,
E252_313,,,,0.39098
E155_224,0.27945,,,
E644_56,0.06892000000000001,,,
E518_191,,,0.2381,
E1131_172,,,0.21429,
E1389_774,0.96867,,,
E1665_783,0.97995,,,
E1225_508,,0.63534,,
E1187_687,,0.85965,,
E425_767,,0.9599,,
E1663_14,0.01629,,,
E1232_522,0.65288,,,
E1883_458,,0.57268,,
E794_442,0.5526300000000001,,,
E736_376,,0.46992,,
E1007_271,,0.33835,,
E227_764,,0.95614,,
E231_14,0.01629,,,
E1530_655,,0.81955,,
E1830_414,,0.51754,,
E789_792,,0.9912299999999999,,
E931_153,0.19047999999999998,,,
E674_668,0.8358399999999999,,,
E429_786,,0.9837100000000001,,
E1680_143,0.17794000000000001,,,
E259_623,,,,0.77945
E410_17,,0.02005,,
E1370_594,,,0.74311,
E488_318,,0.39724,,
E564_311,0.38847,,,
E1764_444,0.55514,,,
E820_53,,0.06516,,
E47_277,0.34586,,,
E1078_612,,0.76566,,
E1520_615,,0.76942,,
E843_459,,,0.57393,
E1787_202,,,0.25188,
E1207_777,,0.9724299999999999,,
E1635_311,0.38847,,,
E839_584,,,,0.73058
E1377_565,0.70677,,,
E1029_714,0.8934799999999999,,,
E1437_42,,0.051379999999999995,,
E1936_645,,,,0.80702
E88_653,,0.81704,,
E1113_299,,,0.37343000000000004,
E1921_234,,0.29198,,
E308_401,0.50125,,,
E1840_397,,0.49623999999999996,,
E1819_388,0.48496000000000006,,,
E183_334,,,0.41728999999999994,
E1691_15,,0.01754,,
E1780_315,,0.39348,,
E17_594,,0.74311,,
E510_382,,0.47744,,
E536_412,0.5150399999999999,,,
E1659_626,,0.7832100000000001,,
E1966_454,,0.56767,,
E460_198,0.24686999999999998,,,
E686_579,,0.72431,,
E1837_666,,0.8333299999999999,,
E319_124,,0.15414,,
E717_620,0.77569,,,
E1877_686,,0.8584,,
E1798_96,0.11905,,,
E1721_702,,,,0.87845
